1.425 0.375 0.215219
1.425 0.525 0.179962
1.425 0.675 0.136737
1.425 0.825 0.0935125
1.425 0.975 0.0629375
1.425 1.125 0.0358125
1.425 1.275 0.0086875
1.425 1.425 0.00455625
1.425 1.575 0.00219375
1.425 1.725 0
1.425 1.875 0
1.425 2.025 0
1.425 2.175 0
1.425 2.325 0
1.425 2.475 0
1.425 2.625 0
1.425 2.775 0
1.425 2.925 0

1.575 0.075 0.220206
1.575 0.225 0.195619
1.575 0.375 0.171031
1.575 0.525 0.136038
1.575 0.675 0.0952625
1.575 0.825 0.0544875
1.575 0.975 0.0340625
1.575 1.125 0.0191875
1.575 1.275 0.0043125
1.575 1.425 0.00219375
1.575 1.575 0.00105625
1.575 1.725 0
1.575 1.875 0
1.575 2.025 0
1.575 2.175 0
1.575 2.325 0
1.575 2.475 0
1.575 2.625 0
1.575 2.775 0
1.575 2.925 0

1.725 0.075 0.182425
1.725 0.225 0.154775
1.725 0.375 0.127125
1.725 0.525 0.0930625
1.725 0.675 0.0554375
1.725 0.825 0.0178125
1.725 0.975 0.00706875
1.725 1.125 0.00365625
1.725 1.275 0.00024375
1.725 1.425 0
1.725 1.575 0
1.725 1.725 0
1.725 1.875 0
1.725 2.025 0
1.725 2.175 0
1.725 2.325 0
1.725 2.475 0
1.725 2.625 0
1.725 2.775 0
1.725 2.925 0

1.875 0.075 0.132375
1.875 0.225 0.109625
1.875 0.375 0.086875
1.875 0.525 0.0624375
1.875 0.675 0.0370625
1.875 0.825 0.0116875
1.875 0.975 0.00453125
1.875 1.125 0.00234375
1.875 1.275 0.00015625
1.875 1.425 0
1.875 1.575 0
1.875 1.725 0
1.875 1.875 0
1.875 2.025 0
1.875 2.175 0
1.875 2.325 0
1.875 2.475 0
1.875 2.625 0
1.875 2.775 0
1.875 2.925 0

2.025 0.075 0.082325
2.025 0.225 0.064475
2.025 0.375 0.046625
2.025 0.525 0.0318125
2.025 0.675 0.0186875
2.025 0.825 0.0055625
2.025 0.975 0.00199375
2.025 1.125 0.00103125
2.025 1.275 6.875e-05
2.025 1.425 0
2.025 1.575 0
2.025 1.725 0
2.025 1.875 0
2.025 2.025 0
2.025 2.175 0
2.025 2.325 0
2.025 2.475 0
2.025 2.625 0
2.025 2.775 0
2.025 2.925 0

2.175 0.075 0.0403938
2.175 0.225 0.0271813
2.175 0.375 0.0139688
2.175 0.525 0.00716875
2.175 0.675 0.00393125
2.175 0.825 0.00069375
2.175 0.975 0
2.175 1.125 0
2.175 1.275 0
2.175 1.425 0
2.175 1.575 0
2.175 1.725 0
2.175 1.875 0
2.175 2.025 0
2.175 2.175 0
2.175 2.325 0
2.175 2.475 0
2.175 2.625 0
2.175 2.775 0
2.175 2.925 0

2.325 0.075 0.0282313
2.325 0.225 0.0186938
2.325 0.375 0.00915625
2.325 0.525 0.00445625
2.325 0.675 0.00244375
2.325 0.825 0.00043125
2.325 0.975 0
2.325 1.125 0
2.325 1.275 0
2.325 1.425 0
2.325 1.575 0
2.325 1.725 0
2.325 1.875 0
2.325 2.025 0
2.325 2.175 0
2.325 2.325 0
2.325 2.475 0
2.325 2.625 0
2.325 2.775 0
2.325 2.925 0

2.475 0.075 0.0160687
2.475 0.225 0.0102062
2.475 0.375 0.00434375
2.475 0.525 0.00174375
2.475 0.675 0.00095625
2.475 0.825 0.00016875
2.475 0.975 0
2.475 1.125 0
2.475 1.275 0
2.475 1.425 0
2.475 1.575 0
2.475 1.725 0
2.475 1.875 0
2.475 2.025 0
2.475 2.175 0
2.475 2.325 0
2.475 2.475 0
2.475 2.625 0
2.475 2.775 0
2.475 2.925 0

2.625 0.075 0.00721875
2.625 0.225 0.00415625
2.625 0.375 0.00109375
2.625 0.525 0
2.625 0.675 0
2.625 0.825 0
2.625 0.975 0
2.625 1.125 0
2.625 1.275 0
2.625 1.425 0
2.625 1.575 0
2.625 1.725 0
2.625 1.875 0
2.625 2.025 0
2.625 2.175 0
2.625 2.325 0
2.625 2.475 0
2.625 2.625 0
2.625 2.775 0
2.625 2.925 0

2.775 0.075 0.00433125
2.775 0.225 0.00249375
2.775 0.375 0.00065625
2.775 0.525 0
2.775 0.675 0
2.775 0.825 0
2.775 0.975 0
2.775 1.125 0
2.775 1.275 0
2.775 1.425 0
2.775 1.575 0
2.775 1.725 0
2.775 1.875 0
2.775 2.025 0
2.775 2.175 0
2.775 2.325 0
2.775 2.475 0
2.775 2.625 0
2.775 2.775 0
2.775 2.925 0

2.925 0.075 0.00144375
2.925 0.225 0.00083125
2.925 0.375 0.00021875
2.925 0.525 0
2.925 0.675 0
2.925 0.825 0
2.925 0.975 0
2.925 1.125 0
2.925 1.275 0
2.925 1.425 0
2.925 1.575 0
2.925 1.725 0
2.925 1.875 0
2.925 2.025 0
2.925 2.175 0
2.925 2.325 0
2.925 2.475 0
2.925 2.625 0
2.925 2.775 0
2.925 2.925 0


